"city","lat","lng","country"
"Ashland","37.6942","-122.1159","United States"
"Tbeng Meanchey","13.8167","104.9667","Cambodia"
"Oak Ridge","28.4727","-81.4169","United States"
"Ghāt","24.9647","10.1728","Libya"
"Peekskill","41.2883","-73.9227","United States"
"Fatick","14.3440","-16.4160","Senegal"
"Sühbaatar","50.2500","106.2000","Mongolia"
"Terrytown","29.9016","-90.0280","United States"
"Ewa Gentry","21.3344","-158.0262","United States"
"Hialeah Gardens","25.8878","-80.3569","United States"
"Kiryas Joel","41.3404","-74.1658","United States"
"Quthing","-30.4110","27.7160","Lesotho"
"Carteret","40.5848","-74.2284","United States"
"Cudahy","33.9631","-118.1830","United States"
"Cloverleaf","29.7882","-95.1724","United States"
"Aībak","36.2610","68.0400","Afghanistan"
"Svay Rieng","11.0800","105.8010","Cambodia"
"Koulikoro","12.8833","-7.5500","Mali"
"Decatur","33.7711","-84.2968","United States"
"Paraíso","18.4000","-93.2300","Mexico"
"Iguape","-24.7200","-47.5699","Brazil"
"Rosemont","38.5477","-121.3553","United States"
"Macas","-2.3096","-78.1200","Ecuador"
"Pijijiapan","15.6904","-93.2200","Mexico"
"Kibaha","-6.7667","38.9167","Tanzania"
"Maywood","41.8798","-87.8442","United States"
"Santa Cruz del Quiché","15.0333","-91.1333","Guatemala"
"Itambé","-15.2396","-40.6300","Brazil"
"West Rancho Dominguez","33.9057","-118.2682","United States"
"Santa Maria da Vitória","-13.3900","-44.2100","Brazil"
"West Puente Valley","34.0512","-117.9681","United States"
"Gjirokastër","40.0790","20.1490","Albania"
"Zug","47.1790","8.4870","Switzerland"
"Blue Island","41.6578","-87.6812","United States"
"Magdalena de Kino","30.6166","-111.0500","Mexico"
"Fray Bentos","-33.1390","-58.3040","Uruguay"
"Whitehorse","60.7167","-135.0500","Canada"
"Nova Cruz","-6.4696","-35.4400","Brazil"
"The Crossings","25.6708","-80.4018","United States"
"Copiague","40.6728","-73.3932","United States"
"Landover","38.9241","-76.8875","United States"
"Sibiti","-3.6896","13.3500","Congo (Brazzaville)"
"Tecax","20.2000","-89.2800","Mexico"
"Madingou","-4.1640","13.5540","Congo (Brazzaville)"
"Bella Unión","-30.2596","-57.6000","Uruguay"
"Millbrae","37.5994","-122.4024","United States"
"Willowbrook","33.9199","-118.2362","United States"
"Frontera","18.5804","-92.6500","Mexico"
"Visby","57.6337","18.3000","Sweden"
"Ives Estates","25.9632","-80.1830","United States"
"Moyo","3.6504","31.7200","Uganda"
"Sunny Isles Beach","25.9385","-80.1246","United States"
"West Carson","33.8229","-118.2931","United States"
"Uthai Thani","15.3819","100.0264","Thailand"
"Tadjourah","11.7833","42.9000","Djibouti"
"San José del Guaviare","2.5700","-72.6400","Colombia"
"Itaberaí","-16.0200","-49.8100","Brazil"
"Ojinaga","29.5404","-104.4100","Mexico"
"Nkhata Bay","-11.5996","34.3000","Malawi"
"Massapequa","40.6676","-73.4706","United States"
"Hillside","40.6961","-74.2286","United States"
"North Plainfield","40.6209","-74.4386","United States"
"Monsey","41.1181","-74.0681","United States"
"Mocoa","1.1500","-76.6300","Colombia"
"Guayama","17.9744","-66.1104","Puerto Rico"
"Roselle","40.6527","-74.2599","United States"
"Heredia","9.9920","-84.1200","Costa Rica"
"North Bay Shore","40.7601","-73.2618","United States"
"Fort McMurray","56.7333","-111.3833","Canada"
"Nsanje","-16.9167","35.2667","Malawi"
"Hamtramck","42.3954","-83.0560","United States"
"Eirunepé","-6.6600","-69.8738","Brazil"
"Colonia del Sacramento","-34.4800","-57.8400","Uruguay"
"Kayunga","0.7025","32.8886","Uganda"
"Caacupé","-25.3870","-57.1400","Paraguay"
"Gavarr","40.3589","45.1267","Armenia"
"Hayesville","44.9793","-122.9739","United States"
"Nar’yan-Mar","67.6474","53.0574","Russia"
"Yasothon","15.7880","104.1510","Thailand"
"Barras","-4.2500","-42.3000","Brazil"
"Trat","12.2370","102.5090","Thailand"
"Kilkenny","52.6545","-7.2523","Ireland"
"Lennox","33.9380","-118.3586","United States"
"Ngozi","-2.9120","29.8250","Burundi"
"Heroica Ciudad de Tlaxiaco","17.2704","-97.6800","Mexico"
"Mountlake Terrace","47.7921","-122.3076","United States"
"Portel","-1.9500","-50.8200","Brazil"
"Nakhon Nayok","14.2000","101.2160","Thailand"
"Itupiranga","-5.1200","-49.3000","Brazil"
"Motul","21.1000","-89.2800","Mexico"
"Paracuru","-3.3995","-39.0400","Brazil"
"McNair","38.9513","-77.4116","United States"
"Luena","-11.7900","19.9000","Angola"
"Phayao","19.1707","99.9083","Thailand"
"Omagh","54.6000","-7.3000","United Kingdom"
"Sweetwater","25.7786","-80.3760","United States"
"Palisades Park","40.8472","-73.9967","United States"
"South El Monte","34.0493","-118.0484","United States"
"Rutana","-3.9310","29.9930","Burundi"
"Impfondo","1.6404","18.0400","Congo (Brazzaville)"
"Maralal","1.1105","36.6800","Kenya"
"Orange Walk","18.0904","-88.5600","Belize"
"Penzance","50.1337","-5.5500","United Kingdom"
"Lomita","33.7933","-118.3175","United States"
"Merrick","40.6515","-73.5535","United States"
"North Lynnwood","47.8533","-122.2762","United States"
"Makakilo","21.3591","-158.0813","United States"
"Artashat","39.9539","44.5506","Armenia"
"Atoyac de Álvarez","17.2000","-100.4300","Mexico"
"Jasmine Estates","28.2930","-82.6907","United States"
"Elmwood Park","40.9050","-74.1201","United States"
"South San Jose Hills","34.0123","-117.9041","United States"
"Bururi","-3.9507","29.6166","Burundi"
"Somoto","13.4760","-86.5830","Nicaragua"
"Viljandi","58.3639","25.5900","Estonia"
"Columbia Heights","45.0484","-93.2472","United States"
"Schofield Barracks","21.4936","-158.0617","United States"
"Sligo","54.2671","-8.4833","Ireland"
"Lodwar","3.1304","35.5700","Kenya"
"Franconia","38.7682","-77.1587","United States"
"Albany","37.8898","-122.3018","United States"
"West Chester","39.9601","-75.6058","United States"
"Bayshore Gardens","27.4345","-82.5794","United States"
"Sing Buri","14.8870","100.4010","Thailand"
"Hakha","22.6500","93.6167","Burma"
"North Bellmore","40.6904","-73.5390","United States"
"Tidjikja","18.5500","-11.4166","Mauritania"
"Kratie","12.4690","106.0240","Cambodia"
"Kebili","33.6900","8.9710","Tunisia"
"Norwood","39.1604","-84.4534","United States"
"West Hempstead","40.6959","-73.6507","United States"
"Tsetserleg","47.4769","101.4502","Mongolia"
"North Amityville","40.7005","-73.4118","United States"
"Kavieng","-2.5813","150.8130","Papua New Guinea"
"Lynbrook","40.6579","-73.6742","United States"
"Hermosa Beach","33.8654","-118.3966","United States"
"Canelones","-34.5380","-56.2840","Uruguay"
"La Crescenta-Montrose","34.2323","-118.2353","United States"
"Makamba","-4.1333","29.8000","Burundi"
"Allende","28.3300","-100.8500","Mexico"
"Langley Park","38.9897","-76.9808","United States"
"Evergreen Park","41.7213","-87.7013","United States"
"Lillehammer","61.1333","10.5000","Norway"
"Puerto Escondido","15.8592","-97.0659","Mexico"
"Faranah","10.0404","-10.7500","Guinea"
"Kayanza","-2.9000","29.5667","Burundi"
"Mobaye","4.3200","21.1800","Central African Republic"
"Mamaroneck","40.9469","-73.7316","United States"
"Iselin","40.5702","-74.3170","United States"
"Mineola","40.7469","-73.6392","United States"
"Laï","9.3950","16.3050","Chad"
"Tchibanga","-2.8570","11.0270","Gabon"
"Central Falls","41.8900","-71.3934","United States"
"Mzimba","-11.9000","33.6000","Malawi"
"Tillabéri","14.2120","1.4531","Niger"
"Yellowknife","62.4420","-114.3970","Canada"
"North Valley Stream","40.6840","-73.7077","United States"
"Hawthorne","40.9579","-74.1581","United States"
"Sơn La","21.3280","103.9100","Vietnam"
"Morristown","40.7966","-74.4772","United States"
"Bellwood","41.8829","-87.8762","United States"
"Viseu","-1.1965","-46.1400","Brazil"
"Mubende","0.5904","31.3700","Uganda"
"Paraguarí","-25.6200","-57.1600","Paraguay"
"Acatlán de Osorio","18.2000","-98.0500","Mexico"
"Hūn","29.1167","15.9333","Libya"
"Kimbe","-5.5500","150.1430","Papua New Guinea"
"Avenel","40.5839","-74.2720","United States"
"Bellaire","29.7040","-95.4621","United States"
"Rutherford","40.8203","-74.1057","United States"
"Ashtarak","40.3017","44.3592","Armenia"
"Fort Saint John","56.2500","-120.8333","Canada"
"Ceres","-15.3033","-49.6052","Brazil"
"Whakatane","-37.9574","176.9828","New Zealand"
"Lezhë","41.7880","19.6540","Albania"
"Brookfield","41.8245","-87.8470","United States"
"East Massapequa","40.6743","-73.4358","United States"
"Idylwood","38.8896","-77.2055","United States"
"Mansa Konko","13.3773","-15.6786","Gambia, The"
"Point Pleasant","40.0772","-74.0702","United States"
"Winthrop Town","42.3751","-70.9847","United States"
"Sherrelwood","39.8390","-105.0014","United States"
"Molde","62.7483","7.1833","Norway"
"North Massapequa","40.7031","-73.4679","United States"
"Hinche","19.1430","-72.0040","Haiti"
"Santiago Ixcuintla","21.8200","-105.2200","Mexico"
"Bryn Mawr-Skyway","47.4949","-122.2411","United States"
"Hyattsville","38.9612","-76.9548","United States"
"Mchinji","-13.8000","32.9000","Malawi"
"Tindouf","27.6742","-8.1478","Algeria"
"Dover","40.8859","-74.5597","United States"
"Kédougou","12.5604","-12.1800","Senegal"
"Glassmanor","38.8181","-76.9836","United States"
"Muramvya","-3.2610","29.6120","Burundi"
"Keetmanshoop","-26.5739","18.1300","Namibia"
"Mao","14.1194","15.3133","Chad"
"Dumont","40.9452","-73.9923","United States"
"Kirsanov","52.6574","42.7174","Russia"
"Burke Centre","38.7903","-77.2998","United States"
"Takoma Park","38.9810","-77.0028","United States"
"Sudley","38.7878","-77.4961","United States"
"Kukës","42.0830","20.4340","Albania"
"Seabrook","38.9802","-76.8502","United States"
"Obock","11.9734","43.2856","Djibouti"
"Dzuunmod","47.7110","106.9470","Mongolia"
"Ojus","25.9563","-80.1606","United States"
"Đông Hà","16.8500","107.1333","Vietnam"
"Greenfield","36.3232","-121.2451","United States"
"Harrison","40.7431","-74.1531","United States"
"Miahuatlán de Porfirio Díaz","16.3300","-96.6000","Mexico"
"Peto","20.1300","-88.9200","Mexico"
"Bostonia","32.8189","-116.9479","United States"
"Eldama Ravine","0.0504","35.7200","Kenya"
"Wahiawa","21.5004","-158.0198","United States"
"La Paz","14.3200","-87.6840","Honduras"
"South Houston","29.6611","-95.2285","United States"
"Pakwach","2.4704","31.4800","Uganda"
"Vincent","34.0982","-117.9238","United States"
"Woodmere","40.6374","-73.7219","United States"
"El Dorado","24.3305","-107.3700","Mexico"
"Bulgan","48.8106","103.5317","Mongolia"
"Mehtar Lām","34.6500","70.1667","Afghanistan"
"Loikaw","19.6650","97.2060","Burma"
"Massapequa Park","40.6817","-73.4496","United States"
"Merrifield","38.8731","-77.2426","United States"
"East Cleveland","41.5318","-81.5795","United States"
"Yauco","18.0344","-66.8614","Puerto Rico"
"Dutse","11.7992","9.3503","Nigeria"
"Makokou","0.5671","12.8666","Gabon"
"Härnösand","62.6340","17.9340","Sweden"
"Vila Real","41.2940","-7.7370","Portugal"
"San Ignacio","17.1560","-89.0610","Belize"
"Carmelo","-33.9896","-58.3000","Uruguay"
"Glenmont","39.0697","-77.0466","United States"
"Zaghouan","36.4000","10.1470","Tunisia"
"Artesia","33.8676","-118.0806","United States"
"New Milford","40.9337","-74.0196","United States"
"Clayton","38.6444","-90.3303","United States"
"Ma’rib","15.4210","45.3340","Yemen"
"Hybla Valley","38.7485","-77.0822","United States"
"Apodi","-5.6500","-37.8000","Brazil"
"Four Corners","44.9292","-122.9731","United States"
"Brownsville","25.8216","-80.2417","United States"
"Country Walk","25.6331","-80.4353","United States"
"Manassas Park","38.7718","-77.4450","United States"
"Lansdale","40.2417","-75.2812","United States"
"South Orange Village","40.7491","-74.2602","United States"
"Hazel Park","42.4619","-83.0977","United States"
"Cuilapa","14.2790","-90.2980","Guatemala"
"Mulanje","-16.0333","35.5000","Malawi"
"Marsabit","2.3300","37.9800","Kenya"
"Santa Lucía","-34.4700","-56.4000","Uruguay"
"Rivière-du-Loup","47.8333","-69.5333","Canada"
"Ntungamo","-0.8794","30.2642","Uganda"
"South River","40.4455","-74.3783","United States"
"Kingstowne","38.7625","-77.1445","United States"
"Butha-Buthe","-28.7500","28.2500","Lesotho"
"Gobabis","-22.4550","18.9630","Namibia"
"Koulamoutou","-1.1329","12.4833","Gabon"
"Avocado Heights","34.0381","-118.0026","United States"
"Xaignabouli","19.2505","101.7501","Laos"
"Parkway","38.4993","-121.4520","United States"
"Compostela","21.2304","-104.9000","Mexico"
"San Francisco","13.7000","-88.1000","El Salvador"
"Dispur","26.1440","91.7666","India"
"Hillcrest Heights","38.8373","-76.9641","United States"
"Floral Park","40.7225","-73.7029","United States"
"Roosevelt","40.6797","-73.5837","United States"
"East Rancho Dominguez","33.8949","-118.1956","United States"
"North Arlington","40.7875","-74.1273","United States"
"Cherryland","37.6792","-122.1038","United States"
"Palmetto Estates","25.6211","-80.3616","United States"
"Nieuw Nickerie","5.9504","-56.9900","Suriname"
"Pinewood","25.8697","-80.2174","United States"
"Walnut Park","33.9683","-118.2220","United States"
"Fords","40.5415","-74.3124","United States"
"Adelphi","39.0017","-76.9649","United States"
"East San Gabriel","34.1198","-118.0807","United States"
"Baruun-Urt","46.7000","113.2833","Mongolia"
"Asbury Park","40.2226","-74.0117","United States"
"Bellmore","40.6569","-73.5285","United States"
"La Palma","33.8504","-118.0406","United States"
"Pacific Grove","36.6191","-121.9255","United States"
"Santiago Tuxtla","18.4704","-95.3000","Mexico"
"East Riverdale","38.9600","-76.9108","United States"
"Villa Hayes","-25.0900","-57.5300","Paraguay"
"West University Place","29.7157","-95.4321","United States"
"Dedza","-14.3667","34.3333","Malawi"
"North New Hyde Park","40.7460","-73.6876","United States"
"Portalegre","39.2900","-7.4230","Portugal"
"La Grange","41.8072","-87.8741","United States"
"Viana do Castelo","41.6962","-8.8441","Portugal"
"Wilkinsburg","40.4442","-79.8733","United States"
"Westbury","40.7599","-73.5891","United States"
"Chai Nat","15.1790","100.1260","Thailand"
"North Fair Oaks","37.4754","-122.2035","United States"
"Villa Unión","23.2000","-106.2300","Mexico"
"Seaford","40.6678","-73.4922","United States"
"Cayey","18.1150","-66.1630","Puerto Rico"
"Eggertsville","42.9665","-78.8065","United States"
"Cárdenas","22.0000","-99.6700","Mexico"
"Berkley","42.4986","-83.1853","United States"
"White Center","47.5086","-122.3480","United States"
"South Farmingdale","40.7175","-73.4471","United States"
"Stanford","37.4252","-122.1674","United States"
"Zamora","-4.0696","-78.9700","Ecuador"
"Takeo","10.9838","104.7833","Cambodia"
"Parlier","36.6085","-119.5435","United States"
"Bull Run","38.7802","-77.5204","United States"
"McFarland","35.6781","-119.2414","United States"
"São Gabriel da Cachoeira","-0.1332","-67.0833","Brazil"
"Kenmore","42.9646","-78.8713","United States"
"Daru","-9.1092","143.2337","Papua New Guinea"
"Manga","11.6620","-1.0650","Burkina Faso"
"West Park","25.9840","-80.1923","United States"
"Lüderitz","-26.6480","15.1594","Namibia"
"Santa Bárbara","14.9190","-88.2360","Honduras"
"Franklin Park","40.4439","-74.5432","United States"
"Ewa Beach","21.3181","-158.0073","United States"
"Newport","39.0855","-84.4868","United States"
"Paro","27.3833","89.5167","Bhutan"
"Fayrōz Kōh","34.5167","65.2500","Afghanistan"
"Izamal","20.9304","-89.0201","Mexico"
"Tecuala","22.4004","-105.4600","Mexico"
"Solothurn","47.2120","7.5370","Switzerland"
"Peshkopi","41.6833","20.4333","Albania"
"Pierre","44.3748","-100.3205","United States"
"Tamuín","21.9804","-98.7500","Mexico"
"Öndörhaan","47.3167","110.6500","Mongolia"
"Técpan de Galeana","17.2500","-100.6800","Mexico"
"Midlothian","41.6254","-87.7243","United States"
"Haddon","39.9063","-75.0625","United States"
"Falls Church","38.8847","-77.1751","United States"
"Robbinsdale","45.0261","-93.3332","United States"
"Fairview","40.8182","-74.0022","United States"
"Little Falls","40.8762","-74.2180","United States"
"Kiboga","0.9161","31.7742","Uganda"
"Hawaiian Gardens","33.8303","-118.0728","United States"
"Gwanda","-20.9396","29.0100","Zimbabwe"
"Norridge","41.9637","-87.8231","United States"
"Gabú","12.2800","-14.2340","Guinea-Bissau"
"Port Antonio","18.1590","-76.3800","Jamaica"
"Basse Santa Su","13.3100","-14.2230","Gambia, The"
"Olympia Heights","25.7241","-80.3390","United States"
"Halawa","21.3754","-157.9185","United States"
"New Cassel","40.7600","-73.5649","United States"
"Weehawken","40.7676","-74.0167","United States"
"Chicago Ridge","41.7034","-87.7795","United States"
"Lemon Hill","38.5172","-121.4573","United States"
"Schwyz","47.0200","8.6480","Switzerland"
"Highland Park","40.5006","-74.4283","United States"
"Juan Aldama","24.2904","-103.3900","Mexico"
"Willowick","41.6343","-81.4680","United States"
"Sironko","1.2500","34.3000","Uganda"
"Saddle Brook","40.9033","-74.0955","United States"
"Lamphun","18.5030","99.0740","Thailand"
"Collingswood","39.9161","-75.0759","United States"
"Chinsali","-10.5496","32.0600","Zambia"
"Riviera Beach","39.1628","-76.5263","United States"
"Forest Park","41.8683","-87.8157","United States"
"Whitefish Bay","43.1132","-87.9003","United States"
"Kinkala","-4.3560","14.7620","Congo (Brazzaville)"
"Roselle Park","40.6653","-74.2666","United States"
"Bexley","39.9650","-82.9343","United States"
"Harper Woods","42.4390","-82.9292","United States"
"Ang Thong","14.5833","100.4500","Thailand"
"Princeton Meadows","40.3333","-74.5628","United States"
"Saint Ann’s Bay","18.4326","-77.1995","Jamaica"
"Pedreiras","-4.5696","-44.6700","Brazil"
"Grover Beach","35.1204","-120.6199","United States"
"Carpinteria","34.3962","-119.5117","United States"
"Ocean Pointe","21.3145","-158.0289","United States"
"Gladeview","25.8395","-80.2368","United States"
"San Carlos","11.2000","-84.8333","Nicaragua"
"Kemp Mill","39.0412","-77.0214","United States"
"La Grange Park","41.8308","-87.8723","United States"
"Chitipa","-9.7162","33.2666","Malawi"
"Faya","17.9167","19.1167","Chad"
"Luganville","-15.5126","167.1766","Vanuatu"
"Mariental","-24.6196","17.9599","Namibia"
"Shorewood","43.0914","-87.8864","United States"
"Ardmore","40.0032","-75.2947","United States"
"Key Biscayne","25.6908","-80.1653","United States"
"Four Corners","29.6705","-95.6597","United States"
"Eisenstadt","47.8333","16.5333","Austria"
"Waimalu","21.3913","-157.9345","United States"
"Ridgefield Park","40.8543","-74.0201","United States"
"Manatí","18.4283","-66.4823","Puerto Rico"
"Coatesville","39.9849","-75.8199","United States"
"Guerrero Negro","27.9904","-114.1700","Mexico"
"Menongue","-14.6666","17.7000","Angola"
"University Heights","41.4948","-81.5348","United States"
"New Carrollton","38.9654","-76.8773","United States"
"Kumi","1.4608","33.9361","Uganda"
"Río Grande","18.3789","-65.8388","Puerto Rico"
"Sugarland Run","39.0309","-77.3762","United States"
"Huntington","38.7916","-77.0740","United States"
"Kisoro","-1.3539","29.6983","Uganda"
"Obo","5.4000","26.5000","Central African Republic"
"Kingston","41.2652","-75.8875","United States"
"Clarkston","33.8117","-84.2405","United States"
"Liestal","47.4830","7.7370","Switzerland"
"Vicente Guerrero","30.7641","-116.0093","Mexico"
"Wilton Manors","26.1593","-80.1395","United States"
"Kamuli","0.9472","33.1197","Uganda"
"Federal Heights","39.8651","-105.0154","United States"
"Bubanza","-3.0833","29.3667","Burundi"
"Ziniaré","12.5770","-1.2930","Burkina Faso"
"Garbahaarrey","3.3270","42.2270","Somalia"
"Tovuz","40.9922","45.6289","Azerbaijan"
"Cornelius","45.5189","-123.0516","United States"
"Isla Mujeres","21.2084","-86.7115","Mexico"
"Patchogue","40.7621","-73.0185","United States"
"Salisbury","40.7454","-73.5604","United States"
"North Merrick","40.6871","-73.5615","United States"
"Oshikango","-17.3995","15.8800","Namibia"
"Somerville","40.5697","-74.6092","United States"
"Edgewater","40.8238","-73.9739","United States"
"Forécariah","9.4300","-13.0980","Guinea"
"Cherry Creek","39.6094","-104.8645","United States"
"Aldama","22.9204","-98.0700","Mexico"
"South Miami","25.7079","-80.2952","United States"
"Hasbrouck Heights","40.8618","-74.0741","United States"
"Westwood Lakes","25.7237","-80.3717","United States"
"Ermoúpoli","37.4504","24.9333","Greece"
"Haverstraw","41.1934","-73.9520","United States"
"Qalāt","32.1123","66.8868","Afghanistan"
"Red Bank","40.3481","-74.0672","United States"
"Alum Rock","37.3694","-121.8241","United States"
"Dikhil","11.1040","42.3720","Djibouti"
"North Wantagh","40.6983","-73.5086","United States"
"Home Gardens","33.8784","-117.5116","United States"
"Dundo","-7.3800","20.8300","Angola"
"Robertsport","6.7533","-11.3686","Liberia"
"Clawson","42.5367","-83.1504","United States"
"La Cruz","23.9204","-106.9000","Mexico"
"Santa Rosalía","27.3171","-112.2834","Mexico"
"Balancán","17.8000","-91.5300","Mexico"
"Freehold","40.2596","-74.2755","United States"
"Wetaskiwin","52.9666","-113.3833","Canada"
"Haapsalu","58.9431","23.5414","Estonia"
"Wallington","40.8535","-74.1069","United States"
"Ascensión","31.1000","-107.9800","Mexico"
"Oak Hills","45.5403","-122.8413","United States"
"Minnehaha","45.6577","-122.6204","United States"
"Ndélé","8.4091","20.6530","Central African Republic"
"Emeryville","37.8382","-122.2932","United States"
"River Edge","40.9268","-74.0387","United States"
"Guttenberg","40.7927","-74.0048","United States"
"Alotau","-10.3021","150.4591","Papua New Guinea"
"Signal Hill","33.8029","-118.1681","United States"
"Waipio","21.4143","-157.9966","United States"
"Bartica","6.4104","-58.6300","Guyana"
"Yeadon","39.9324","-75.2527","United States"
"Citrus","34.1161","-117.8890","United States"
"Coamo","18.0765","-66.3638","Puerto Rico"
"Fort Liberté","19.6656","-71.8448","Haiti"
"Sanniquellie","7.3710","-8.6850","Liberia"
"Ḩadībū","12.6519","54.0239","Yemen"
"Mwanza","-15.6167","34.5167","Malawi"
"Piedmont","37.8226","-122.2301","United States"
"Newman","37.3157","-121.0211","United States"
"Las Tablas","7.7604","-80.2800","Panama"
"View Park-Windsor Hills","33.9955","-118.3484","United States"
"Summit","41.7877","-87.8146","United States"
"Steinkjer","64.0171","11.5000","Norway"
"Loreto","26.0133","-111.3517","Mexico"
"Vanimo","-2.6900","141.3040","Papua New Guinea"
"El Fuerte","26.4204","-108.6200","Mexico"
"Richmond Heights","25.6347","-80.3720","United States"
"Villanueva","22.3500","-102.8800","Mexico"
"Mpigi","0.2250","32.3136","Uganda"
"Little Ferry","40.8463","-74.0388","United States"
"Biltine","14.5333","20.9167","Chad"
"Suffern","41.1138","-74.1421","United States"
"Rossmoor","33.7886","-118.0803","United States"
"Santa Bárbara","26.8004","-105.8200","Mexico"
"North Lindenhurst","40.7072","-73.3859","United States"
"Naranja","25.5164","-80.4221","United States"
"Bolama","11.5830","-15.4828","Guinea-Bissau"
"Northbrook","39.2466","-84.5795","United States"
"Dangriga","16.9700","-88.2200","Belize"
"Coalcomán de Vázquez Pallares","18.7804","-103.1500","Mexico"
"Karuzi","-3.1000","30.1630","Burundi"
"Darby","39.9210","-75.2611","United States"
"La Riviera","38.5683","-121.3544","United States"
"Kavaratti","10.5626","72.6369","India"
"Jacinto City","29.7663","-95.2410","United States"
"Timberlane","29.8781","-90.0303","United States"
"Ewo","-0.8796","14.8200","Congo (Brazzaville)"
"Lansdowne","39.9408","-75.2760","United States"
"West Perrine","25.6061","-80.3639","United States"
"Del Aire","33.9168","-118.3693","United States"
"Valparaíso","22.7704","-103.5700","Mexico"
"East Whittier","33.9244","-117.9887","United States"
"Coral Hills","38.8709","-76.9234","United States"
"Cacheu","12.2690","-16.1650","Guinea-Bissau"
"Filadelfia","-22.3400","-60.0300","Paraguay"
"Bound Brook","40.5676","-74.5383","United States"
"Ntcheu","-14.8167","34.6333","Malawi"
"West Haverstraw","41.2063","-73.9883","United States"
"Greenville","5.0111","-9.0388","Liberia"
"Canatlán","24.5200","-104.7800","Mexico"
"Orange Cove","36.6211","-119.3188","United States"
"Anadyr’","64.7370","177.4750","Russia"
"Inwood","40.6218","-73.7507","United States"
"Great Neck","40.8029","-73.7332","United States"
"Sukhothai","17.0119","99.7515","Thailand"
"Ventnor City","39.3457","-74.4860","United States"
"Puerto Carreño","6.1850","-67.4930","Colombia"
"Maili","21.4134","-158.1702","United States"
"Capitola","36.9772","-121.9539","United States"
"Birao","10.2837","22.7833","Central African Republic"
"Ondjiva","-17.0696","15.7300","Angola"
"Watervliet","42.7243","-73.7068","United States"
"Greymouth","-42.4716","171.2231","New Zealand"
"Tarīn Kōṯ","32.6333","65.8667","Afghanistan"
"New Hyde Park","40.7324","-73.6857","United States"
"Lincoln Village","39.9532","-83.1314","United States"
"Catió","11.2167","-15.1667","Guinea-Bissau"
"Ayutla de los Libres","16.9004","-99.2200","Mexico"
"Bocas del Toro","9.3354","-82.2475","Panama"
"East Rockaway","40.6432","-73.6672","United States"
"Maywood","40.9025","-74.0634","United States"
"Pájaros","18.3609","-66.2184","Puerto Rico"
"North Kensington","39.0392","-77.0723","United States"
"Keansburg","40.4469","-74.1316","United States"
"Marina del Rey","33.9765","-118.4486","United States"
"Tshabong","-26.0095","22.4000","Botswana"
"Phangnga","8.4510","98.5340","Thailand"
"Lake Stickney","47.8709","-122.2596","United States"
"Fort William","56.8165","-5.1121","United Kingdom"
"Djambala","-2.5396","14.7500","Congo (Brazzaville)"
"Trujillo","15.9104","-85.9600","Honduras"
"Sabana Grande","18.0821","-66.9673","Puerto Rico"
"Bristol","40.1028","-74.8530","United States"
"Brookdale","40.8348","-74.1798","United States"
"Charter Oak","34.1025","-117.8564","United States"
"Bladensburg","38.9424","-76.9263","United States"
"Woodlyn","39.8774","-75.3445","United States"
"Sarnen","46.8990","8.2430","Switzerland"
"Brentwood","40.3734","-79.9757","United States"
"Kundiawa","-6.0230","144.9600","Papua New Guinea"
"Derby","39.8401","-104.9171","United States"
"Weyburn","49.6666","-103.8500","Canada"
"San Pedro de Ycuamandiyú","-24.0900","-57.0800","Paraguay"
"Aiea","21.3865","-157.9232","United States"
"Ahumada","30.6104","-106.5100","Mexico"
"Leisure World","39.1023","-77.0691","United States"
"Westgate","26.6994","-80.0989","United States"
"Leonia","40.8638","-73.9899","United States"
"Kasane","-17.8096","25.1500","Botswana"
"Plainedge","40.7240","-73.4770","United States"
"Halachó","20.4800","-90.0800","Mexico"
"Porto Nacional","-10.7000","-48.4199","Brazil"
"Mae Hong Son","19.3010","97.9690","Thailand"
"Farmingdale","40.7328","-73.4465","United States"
"Inírida","3.8540","-67.9061","Colombia"
"Stony Brook University","40.9099","-73.1213","United States"
"Ciudad Tula","23.0004","-99.7200","Mexico"
"Novo Airão","-2.6208","-60.9438","Brazil"
"Wood-Ridge","40.8507","-74.0878","United States"
"Baabda","33.8333","35.5333","Lebanon"
"Boulder Hill","41.7112","-88.3353","United States"
"South San Gabriel","34.0489","-118.0962","United States"
"Sinop","-11.8500","-55.4600","Brazil"
"Cuencamé de Ceniceros","24.8704","-103.7000","Mexico"
"South Amboy","40.4852","-74.2831","United States"
"Midway City","33.7451","-117.9849","United States"
"Mokhotlong","-29.2910","29.0780","Lesotho"
"Collingdale","39.9151","-75.2776","United States"
"Nueva Ocotepeque","14.4370","-89.1820","Honduras"
"Saynshand","44.8666","110.1500","Mongolia"
"Tocantinópolis","-6.3196","-47.4200","Brazil"
"Swissvale","40.4207","-79.8859","United States"
"West Athens","33.9235","-118.3033","United States"
"Audubon","39.8906","-75.0722","United States"
"Corozal","18.3980","-88.3880","Belize"
"Aibonito","18.1398","-66.2659","Puerto Rico"
"Altdorf","46.8790","8.6380","Switzerland"
"Gədəbəy","40.5656","45.8161","Azerbaijan"
"Luba","3.4500","8.5500","Equatorial Guinea"
"Malverne","40.6746","-73.6721","United States"
"Folsom","39.8924","-75.3286","United States"
"Bogota","40.8751","-74.0293","United States"
"Harwood Heights","41.9663","-87.8057","United States"
